0;44.0;44.0;0.0;1.05;238.0;1.0
2;44.0;44.0;0.0;0.9;202.0;1.0
3;44.0;44.0;0.0;0.9;245.0;1.0
4;44.0;44.0;0.0;0.95;270.0;1.0
5;44.0;44.0;0.0;0.97;252.0;1.0
6;44.0;44.0;0.0;0.79;196.0;1.0
7;44.0;44.0;0.0;0.74;220.0;1.0
8;44.0;44.0;0.0;1.01;245.0;1.0
10;44.0;44.0;0.0;1.03;290.0;1.0
11;44.0;44.0;0.0;0.78;233.0;1.0
12;44.0;44.0;0.0;1.06;247.0;1.0
1;44.0;44.0;0.0;0.96;266.0;1.0
13;44.0;44.0;0.0;0.96;274.0;1.0
14;44.0;44.0;0.0;1.04;223.0;1.0
15;44.0;44.0;0.0;0.87;256.0;1.0
16;44.0;44.0;0.0;0.88;270.0;1.0
17;44.0;44.0;0.0;0.94;278.0;1.0
18;44.0;44.0;0.0;0.88;247.0;1.0
19;44.0;44.0;0.0;0.89;259.0;1.0
9;44.0;44.0;0.0;0.74;254.0;1.0
20;44.0;44.0;0.0;1.01;243.0;1.0
21;44.0;44.0;0.0;0.83;253.0;1.0
22;44.0;44.0;0.0;1.29;263.0;1.0
23;44.0;44.0;0.0;1.03;295.0;1.0
24;44.0;44.0;0.0;0.61;264.0;1.0
25;44.0;44.0;0.0;0.82;219.0;1.0
26;44.0;44.0;0.0;0.79;263.0;1.0
27;44.0;44.0;0.0;0.68;288.0;1.0
28;44.0;44.0;0.0;0.59;252.0;1.0
29;44.0;44.0;0.0;0.9;274.0;1.0
30;44.0;44.0;0.0;0.78;235.0;1.0
31;44.0;44.0;0.0;0.98;239.0;1.0
32;44.0;44.0;0.0;0.72;217.0;1.0
33;44.0;44.0;0.0;0.9;280.0;1.0
34;44.0;44.0;0.0;0.74;224.0;1.0
35;44.0;44.0;0.0;0.95;273.0;1.0
36;44.0;44.0;0.0;0.64;240.0;1.0
37;44.0;44.0;0.0;0.86;251.0;1.0
38;44.0;44.0;0.0;0.87;230.0;1.0
39;44.0;44.0;0.0;0.62;272.0;1.0
40;44.0;44.0;0.0;0.83;254.0;1.0
41;44.0;44.0;0.0;0.92;255.0;1.0
42;44.0;44.0;0.0;0.81;266.0;1.0
43;44.0;44.0;0.0;0.65;234.0;1.0
44;44.0;44.0;0.0;0.85;222.0;1.0
45;44.0;44.0;0.0;0.92;251.0;1.0
46;44.0;44.0;0.0;0.69;204.0;1.0
47;44.0;44.0;0.0;0.85;195.0;1.0
48;44.0;44.0;0.0;0.72;214.0;1.0
49;44.0;44.0;0.0;0.8;283.0;1.0
