0;19.0;19.0;0.0;0.01;1.0;1.0
1;15.0;15.0;0.0;0.0;1.0;1.0
2;17.0;17.0;0.0;0.0;1.0;1.0
3;3.0;3.0;0.0;0.0;0.0;1.0
4;1.0;1.0;0.0;0.0;0.0;1.0
5;3.0;3.0;0.0;0.0;0.0;1.0
6;2.0;2.0;0.0;0.0;0.0;1.0
7;1.0;1.0;0.0;0.0;0.0;1.0
8;13.0;13.0;0.0;0.0;1.0;1.0
9;16.0;16.0;0.0;0.05;1.0;1.0
10;2.0;2.0;0.0;0.0;0.0;1.0
11;1.0;1.0;0.0;0.0;0.0;1.0
12;1.0;1.0;0.0;0.0;0.0;1.0
13;15.0;15.0;0.0;0.0;1.0;1.0
14;1.0;1.0;0.0;0.0;0.0;1.0
15;1.0;1.0;0.0;0.0;0.0;1.0
16;1.0;1.0;0.0;0.0;0.0;1.0
17;1.0;1.0;0.0;0.0;0.0;1.0
18;1.0;1.0;0.0;0.0;0.0;1.0
19;16.0;16.0;0.0;0.0;1.0;1.0
20;1.0;1.0;0.0;0.0;0.0;1.0
21;1.0;1.0;0.0;0.0;0.0;1.0
22;1.0;1.0;0.0;0.0;0.0;1.0
23;4.0;4.0;0.0;0.0;1.0;1.0
24;4.0;4.0;0.0;0.0;1.0;1.0
25;4.0;4.0;0.0;0.0;1.0;1.0
26;1.0;1.0;0.0;0.0;0.0;1.0
27;16.0;16.0;0.0;0.02;1.0;1.0
28;16.0;16.0;0.0;0.04;1.0;1.0
29;1.0;1.0;0.0;0.0;0.0;1.0
30;15.0;15.0;0.0;0.02;1.0;1.0
31;17.0;17.0;0.0;0.01;1.0;1.0
32;17.0;17.0;0.0;0.03;5.0;1.0
33;16.0;16.0;0.0;0.0;1.0;1.0
