0;44.0;44.0;0.0;0.93;250.0;1.0
1;44.0;44.0;0.0;0.67;234.0;1.0
2;44.0;44.0;0.0;0.6;236.0;1.0
3;45.0;45.0;0.0;0.52;284.0;1.0
4;44.0;44.0;0.0;0.5;274.0;1.0
5;44.0;44.0;0.0;0.83;303.0;1.0
6;44.0;44.0;0.0;0.78;295.0;1.0
7;44.0;44.0;0.0;1.05;281.0;1.0
8;44.0;44.0;0.0;0.63;297.0;1.0
9;44.0;44.0;0.0;0.55;276.0;1.0
10;44.0;44.0;0.0;0.54;272.0;1.0
11;44.0;44.0;0.0;0.5;281.0;1.0
12;44.0;44.0;0.0;0.69;290.0;1.0
13;44.0;44.0;0.0;0.58;323.0;1.0
14;44.0;44.0;0.0;0.51;229.0;1.0
15;44.0;44.0;0.0;0.55;254.0;1.0
16;44.0;44.0;0.0;0.47;292.0;1.0
17;44.0;44.0;0.0;0.61;267.0;1.0
18;44.0;44.0;0.0;0.59;264.0;1.0
19;44.0;44.0;0.0;0.54;335.0;1.0
20;45.0;45.0;0.0;0.68;349.0;1.0
21;44.0;44.0;0.0;0.65;246.0;1.0
22;44.0;44.0;0.0;0.53;290.0;1.0
23;45.0;45.0;0.0;0.61;347.0;1.0
24;44.0;44.0;0.0;0.65;262.0;1.0
25;44.0;44.0;0.0;0.64;237.0;1.0
26;44.0;44.0;0.0;0.44;294.0;1.0
27;44.0;44.0;0.0;0.74;237.0;1.0
28;44.0;44.0;0.0;0.54;275.0;1.0
29;44.0;44.0;0.0;0.65;280.0;1.0
30;44.0;44.0;0.0;0.49;290.0;1.0
31;44.0;44.0;0.0;0.7;249.0;1.0
32;44.0;44.0;0.0;0.45;233.0;1.0
33;45.0;45.0;0.0;0.47;316.0;1.0
34;44.0;44.0;0.0;0.48;304.0;1.0
35;44.0;44.0;0.0;0.51;282.0;1.0
36;44.0;44.0;0.0;0.57;262.0;1.0
37;44.0;44.0;0.0;0.74;301.0;1.0
38;44.0;44.0;0.0;0.76;213.0;1.0
39;44.0;44.0;0.0;0.68;295.0;1.0
40;44.0;44.0;0.0;0.45;318.0;1.0
41;44.0;44.0;0.0;0.56;260.0;1.0
42;44.0;44.0;0.0;0.5;360.0;1.0
43;44.0;44.0;0.0;0.67;284.0;1.0
44;44.0;44.0;0.0;0.43;210.0;1.0
45;45.0;45.0;0.0;0.62;301.0;1.0
46;44.0;44.0;0.0;0.53;328.0;1.0
47;44.0;44.0;0.0;0.43;302.0;1.0
48;45.0;45.0;0.0;0.47;299.0;1.0
49;44.0;44.0;0.0;0.53;258.0;1.0
