1;21.0;21.0;0.0;0.01899099349975586;1;1
2;21.0;21.0;0.0;0.22472810745239258;8;1
3;19.0;19.0;0.0;0.009147167205810547;1;1
4;3.0;3.0;0.0;0.006039857864379883;0;1
5;2.0;2.0;0.0;0.007215023040771484;1;1
6;3.0;3.0;0.0;0.0072841644287109375;0;1
7;3.0;3.0;0.0;0.006944179534912109;0;1
8;1.0;1.0;0.0;0.003476858139038086;0;1
9;19.0;19.0;0.0;0.08631491661071777;5;1
10;19.0;19.0;0.0;0.27526211738586426;9;1
11;2.0;2.0;0.0;0.0051729679107666016;0;1
12;1.0;1.0;0.0;0.0033338069915771484;0;1
13;1.0;1.0;0.0;0.0035309791564941406;0;1
14;19.0;19.0;0.0;0.1331799030303955;5;1
15;1.0;1.0;0.0;0.0035660266876220703;0;1
16;1.0;1.0;0.0;0.0034399032592773438;0;1
17;1.0;1.0;0.0;0.003506898880004883;0;1
18;1.0;1.0;0.0;0.0033249855041503906;0;1
19;1.0;1.0;0.0;0.0032160282135009766;0;1
20;19.0;19.0;0.0;0.13987183570861816;7;1
21;1.0;1.0;0.0;0.0032100677490234375;0;1
22;1.0;1.0;0.0;0.0033998489379882812;0;1
23;1.0;1.0;0.0;0.003371000289916992;0;1
24;19.0;19.0;0.0;0.2376270294189453;8;1
25;19.0;19.0;0.0;0.3794589042663574;13;1
26;19.0;19.0;0.0;0.3461339473724365;12;1
27;1.0;1.0;0.0;0.003465890884399414;0;1
28;19.0;19.0;0.0;0.2694089412689209;4;1
29;19.0;19.0;0.0;0.17664408683776855;7;1
30;2.0;2.0;0.0;0.006368875503540039;0;1
31;19.0;19.0;0.0;0.3200671672821045;10;1
32;19.0;19.0;0.0;0.024112939834594727;1;1
33;19.0;19.0;0.0;0.013010025024414062;1;1
34;19.0;19.0;0.0;0.009978771209716797;1;1
